disease_name,ratio_name,causal_gene,drug_name,max_phase
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",UGCG,ELIGLUSTAT,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",UGCG,ELIGLUSTAT,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ESKETAMINE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
erythrocyte volume,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
erythrocyte volume,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*",GRIN3B,ESKETAMINE,4
erythrocyte volume,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,FELBAMATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,FELBAMATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,FELBAMATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,FELBAMATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ORPHENADRINE CITRATE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,AMANTADINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE HYDROCHLORIDE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
family history of Alzheimer’s disease,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)* to lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,GRIN3B,ESKETAMINE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,RITONAVIR,4
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,RITONAVIR,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,RITONAVIR,4
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,RITONAVIR,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,RITONAVIR,4.0
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,RITONAVIR,4.0
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,COBICISTAT,4
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,COBICISTAT,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,COBICISTAT,4
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,COBICISTAT,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP3A7,COBICISTAT,4.0
free androgen index,pregnenolone sulfate to DHEAS,CYP3A7,COBICISTAT,4.0
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,ABIRATERONE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,ABIRATERONE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,ABIRATERONE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,ABIRATERONE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,ABIRATERONE ACETATE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,ABIRATERONE ACETATE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,ABIRATERONE ACETATE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,ABIRATERONE ACETATE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,LEVOKETOCONAZOLE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,LEVOKETOCONAZOLE,4
free androgen index,"pregnenediol disulfate (c21h34o8s2)* to androstenediol (3beta,17beta) disulfate (1)",CYP17A1,LEVOKETOCONAZOLE,4
free androgen index,"androstenediol (3beta,17beta) monosulfate (1) to pregnenolone sulfate",CYP17A1,LEVOKETOCONAZOLE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,RALOXIFENE HYDROCHLORIDE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,RALOXIFENE HYDROCHLORIDE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,RALOXIFENE HYDROCHLORIDE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,RALOXIFENE HYDROCHLORIDE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,DIETHYLSTILBESTROL DIPHOSPHATE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,DIETHYLSTILBESTROL DIPHOSPHATE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,DIETHYLSTILBESTROL DIPHOSPHATE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,DIETHYLSTILBESTROL DIPHOSPHATE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,TOREMIFENE CITRATE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,TOREMIFENE CITRATE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,TOREMIFENE CITRATE,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,TOREMIFENE CITRATE,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,ESTRAMUSTINE PHOSPHATE SODIUM,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,ESTRAMUSTINE PHOSPHATE SODIUM,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,ESTRAMUSTINE PHOSPHATE SODIUM,4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,ESTRAMUSTINE PHOSPHATE SODIUM,4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, CONJUGATED SYNTHETIC A",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, CONJUGATED SYNTHETIC A",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, CONJUGATED SYNTHETIC A",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, CONJUGATED SYNTHETIC A",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"SYNTHETIC CONJUGATED ESTROGENS, B",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"SYNTHETIC CONJUGATED ESTROGENS, B",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"SYNTHETIC CONJUGATED ESTROGENS, B",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"SYNTHETIC CONJUGATED ESTROGENS, B",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, ESTERIFIED",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, ESTERIFIED",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, ESTERIFIED",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, ESTERIFIED",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, CONJUGATED",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, CONJUGATED",4
gallstones,"sphingomyelin (d18:1/20:0, d16:1/22:0)* to sphingomyelin (d18:0/20:0, d16:0/22:0)*",ESR2,"ESTROGENS, CONJUGATED",4
gallstones,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)* to sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",ESR2,"ESTROGENS, CONJUGATED",4
gout,etiocholanolone glucuronide to x-21364,CYP3A7,RITONAVIR,4
gout,etiocholanolone glucuronide to x-21364,CYP3A7,RITONAVIR,4
gout,etiocholanolone glucuronide to x-21364,CYP3A7,RITONAVIR,4.0
gout,etiocholanolone glucuronide to x-21364,CYP3A7,COBICISTAT,4
gout,etiocholanolone glucuronide to x-21364,CYP3A7,COBICISTAT,4
gout,etiocholanolone glucuronide to x-21364,CYP3A7,COBICISTAT,4.0
gout,etiocholanolone glucuronide to x-21364,XDH,BENDAZAC,4
gout,etiocholanolone glucuronide to x-21364,XDH,BENDAZAC,4
gout,etiocholanolone glucuronide to x-21364,XDH,FEBUXOSTAT,4
gout,etiocholanolone glucuronide to x-21364,XDH,FEBUXOSTAT,4
gout,etiocholanolone glucuronide to x-21364,XDH,ALLOPURINOL,4
gout,etiocholanolone glucuronide to x-21364,XDH,ALLOPURINOL,4
gout,hexanoylglutamine to acetylcarnitine (c2),IL13,TRALOKINUMAB,4
gout,hexanoylglutamine to acetylcarnitine (c2),IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to arachidoylcarnitine (c20)*,IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to lignoceroylcarnitine (c24)*,IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to arachidoylcarnitine (c20)*,IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
granulocyte count,ergothioneine to lignoceroylcarnitine (c24)*,IL13,TRALOKINUMAB,4
health trait,gamma-glutamylleucine to gamma-glutamyltyrosine,FYN,DASATINIB ANHYDROUS,4
health trait,gamma-glutamylleucine to gamma-glutamyltyrosine,FYN,DASATINIB ANHYDROUS,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,LAPATINIB DITOSYLATE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,LAPATINIB DITOSYLATE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB EMTANSINE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB EMTANSINE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,PERTUZUMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,PERTUZUMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,MARGETUXIMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,MARGETUXIMAB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TUCATINIB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TUCATINIB,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,NERATINIB MALEATE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,NERATINIB MALEATE,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB DERUXTECAN,4
health trait,"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)* to 1-methylhistidine",ERBB2,TRASTUZUMAB DERUXTECAN,4
heel bone mineral density,oleoyl ethanolamide to adrenate (22:4n6),FAAH,ACETAMINOPHEN,4
heel bone mineral density,oleoyl ethanolamide to docosapentaenoate n3 DPA; 22:5n3,FAAH,ACETAMINOPHEN,4
heel bone mineral density,oleoyl ethanolamide to adrenate (22:4n6),FAAH,ACETAMINOPHEN,4
heel bone mineral density,oleoyl ethanolamide to docosapentaenoate n3 DPA; 22:5n3,FAAH,ACETAMINOPHEN,4
heel bone mineral density,oleoyl ethanolamide to adrenate (22:4n6),FAAH,ACETAMINOPHEN,4.0
heel bone mineral density,oleoyl ethanolamide to docosapentaenoate n3 DPA; 22:5n3,FAAH,ACETAMINOPHEN,4.0
heel bone mineral density,linoleoyl ethanolamide to docosapentaenoate (n6 dpa; 22:5n6),SLC22A6,PROBENECID,4
heel bone mineral density,hydroxypalmitoyl sphingomyelin (d18:1/16:0(oh))** to 1-lignoceroyl-gpc (24:0),SLC22A6,PROBENECID,4
heel bone mineral density,linoleoyl ethanolamide to docosapentaenoate (n6 dpa; 22:5n6),SLC22A6,PROBENECID,4
heel bone mineral density,hydroxypalmitoyl sphingomyelin (d18:1/16:0(oh))** to 1-lignoceroyl-gpc (24:0),SLC22A6,PROBENECID,4
heel bone mineral density,linoleoyl ethanolamide to docosapentaenoate (n6 dpa; 22:5n6),SLC22A6,PROBENECID,4.0
heel bone mineral density,hydroxypalmitoyl sphingomyelin (d18:1/16:0(oh))** to 1-lignoceroyl-gpc (24:0),SLC22A6,PROBENECID,4.0
inflammatory bowel disease,ergothioneine to isovalerylcarnitine (c5),IL13,TRALOKINUMAB,4
inflammatory bowel disease,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
inflammatory bowel disease,ergothioneine to isovalerylcarnitine (c5),IL13,TRALOKINUMAB,4
inflammatory bowel disease,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to arachidoylcarnitine (c20)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to palmitoylcarnitine (c16),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to myristoylcarnitine (c14),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to oleoylcarnitine (c18:1),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to lignoceroylcarnitine (c24)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to x-11381,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to arachidoylcarnitine (c20)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to palmitoylcarnitine (c16),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to myristoylcarnitine (c14),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to oleoylcarnitine (c18:1),IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to lignoceroylcarnitine (c24)*,IL13,TRALOKINUMAB,4
leukocyte quantity,ergothioneine to x-11381,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,IL13,TRALOKINUMAB,4
leukocyte quantity,histidine betaine (hercynine)* to cerotoylcarnitine (c26)*,IL13,TRALOKINUMAB,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,LIOTHYRONINE SODIUM,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,LIOTHYRONINE SODIUM,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,LEVOTHYROXINE SODIUM,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,LEVOTHYROXINE SODIUM,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,DEXTROTHYROXINE,4
leukocyte quantity,palmitoyl sphingomyelin (d18:1/16:0) to lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),THRA,DEXTROTHYROXINE,4
